#,Name,Symbol,MarketCap,Price,CirculatingSupply,Volume24h,%1h,%24h,%7d
1072,IBANK  iBank,IBANK,28987.0,0.006404000000000001,4526324.0,,-0.01,,144.55
1073,BIOB  BioBar,BIOB,27467.0,0.031010000000000003,885756.0,,-0.04,6.74,
1074,SLFI  Selfiecoin,SLFI,18173.0,0.000169,107829281.0,,-0.04,1.52,28.71
1075,NODC  NodeCoin,NODC,16406.0,0.009775,1678439.0,,-0.04,43.61,51.42
1076,GBC  GBCGoldCoin,GBC,15066.0,0.001326,11361817.0,,0.0,-50.15,-54.4
1077,SOJ  Sojourn,SOJ,13472.0,0.027766000000000002,485214.0,,,,218.77
1078,CONX  Concoin,CONX,11163.0,0.014999,744266.0,,-0.04,10.18,150.75
1079,CCM100  CCMiner,CCM100,9555.0,0.002844,3360417.0,,-0.89,32.47,2.82
1080,ULA  Ulatech,ULA,8572.0,0.042638999999999996,201036.0,,-29.75,-41.89,-25.08
1081,PIZZA  PizzaCoin,PIZZA,4644.0,0.0033710000000000003,1377917.0,,-0.04,19.43,99.36
1082,OCEAN  BurstOcean,OCEAN,3346.0,0.015797,211827.0,,-0.89,-85.32,-1.99
1083,ABN  Abncoin,ABN,1232.0,0.018201,67700.0,,-0.08,-22.2,15.37
1084,CALC  CaliphCoin,CALC,165.0,0.001889,87140.0,,1.19,-2.6,29.0
1085,APW  AppleCoin,APW,17.0,0.000169,99306.0,,-0.08,1.52,8.48
1086,ATMC  ATMCoin,ATMC,,6.01,,124918000.0,0.0,3.46,16.21
1087,BIX  Bibox Token,BIX,,2.51,,46320400.0,-0.12,169.77,264.6
1088,NAS  Nebulas,NAS,,9.8,,45811600.0,0.19,29.33,90.97
1089,GNX  Genaro Network,GNX,,0.80016,,35267600.0,-1.38,27.93,145.97
1090,SMT  SmartMesh,SMT,,0.17447000000000001,,23051200.0,2.53,17.62,255.89
1091,BCD  Bitcoin Diamond,BCD,,30.39,,17672600.0,-0.08,25.28,2.24
1092,GTC  Game,GTC,,0.24679,,16008000.0,-1.08,23.55,
1093,QLC  QLINK,QLC,,0.706336,,11124700.0,-0.76,40.68,150.82
1094,MOT  Olympus Labs,MOT,,1.54,,9478080.0,-4.86,11.44,
1095,HTML  HTMLCOIN,HTML,,0.0048920000000000005,,8385650.0,12.26,-12.26,793.07
1096,TSL  Energo,TSL,,0.207327,,6384250.0,5.62,7.86,74.76
1097,QBT  Qbao,QBT,,1.65,,6132250.0,26.44,121.25,170.26
1098,AMM  MicroMoney,AMM,,1.02,,4965940.0,1.67,-5.87,91.14
1099,INF  InfChain,INF,,0.036347000000000004,,4434350.0,-2.0,47.98,74.64
1100,SPHTX  SophiaTX,SPHTX,,0.9595309999999999,,4043680.0,1.02,18.26,108.64
1101,SHND  StrongHands,SHND,,6e-06,,3828380.0,14.8,-26.4,970.53
1102,CAT  BitClave,CAT,,0.252281,,3674210.0,-7.36,25.34,
1103,HPY  Hyper Pay,HPY,,0.109955,,3636650.0,-1.94,11.63,
1104,PRO  ProChain,PRO,,0.5348189999999999,,2718700.0,-5.44,-0.09,54.38
1105,CAPP  Cappasity,CAPP,,0.44492299999999996,,2674660.0,0.2,9.44,490.53
1106,ENT  ENTCash,ENT,,0.166659,,2640390.0,-1.12,2.45,
1107,BCX  BitcoinX [Fut...,BCX,,0.066118,,2573940.0,2.66,8.79,34.52
1108,DEW  DEW,DEW,,2.56,,2270150.0,0.41,6.93,38.8
1109,MKR  Maker,MKR,,1241.5,,2072810.0,0.11,7.87,32.54
1110,NGC  NAGA,NGC,,2.86,,2019080.0,3.38,28.37,-27.94
1111,CMS  COMSA [ETH],CMS,,2.48,,1958470.0,0.73,0.14,14.83
1112,ACE  Ace,ACE,,1.1,,1950790.0,-1.38,50.76,156.74
1113,SBTC  Super Bitcoin,SBTC,,162.33,,1794460.0,-2.68,16.84,-16.78
1114,LLT  LLToken,LLT,,0.311675,,1581640.0,-0.18,18.25,38.91
1115,AI  POLY AI,AI,,8.23,,1573960.0,8.35,1.4,-26.17
1116,XTZ  Tezos (Pre-La...,XTZ,,6.54,,1558720.0,4.1,14.01,68.64
1117,VIU  Viuly,VIU,,0.033586000000000005,,1372660.0,-3.07,11.25,147.87
1118,DIM  DIMCOIN,DIM,,0.045949000000000004,,1287180.0,5.81,-3.45,-70.81
1119,FRGC  Fargocoin,FRGC,,10.24,,1253170.0,7.03,0.69,0.23
1120,B2X  SegWit2x [Fut...,B2X,,204.98,,1182100.0,0.59,13.07,-22.15
1121,UGT  UG Token,UGT,,1.24,,1139660.0,-1.63,28.77,84.42
1122,CMS  COMSA [XEM],CMS,,2.59,,1046090.0,0.79,1.33,16.39
1123,HTML5  HTML5COIN,HTML5,,0.004045,,908035.0,-0.04,-22.98,754.68
1124,MDS  MediShares,MDS,,0.16012200000000001,,890410.0,0.4,15.98,271.52
1125,BIG  BigONE Token,BIG,,8.5,,831898.0,-2.37,30.23,
1126,HBC  HomeBlockCoin,HBC,,5.09,,720110.0,-9.04,-23.17,-52.62
1127,CLUB  ClubCoin,CLUB,,3.2,,709414.0,2.44,-0.43,16.31
1128,WC  WINCOIN,WC,,1.24,,703169.0,-3.72,-7.2,36.0
1129,IGNIS  Ignis,IGNIS,,1.45,,611174.0,-2.91,13.59,-83.08
1130,FIL  Filecoin [Fut...,FIL,,24.54,,595773.0,1.34,7.69,32.7
1131,BTCA  Bitair,BTCA,,0.013199,,547261.0,0.41,-14.24,8.05
1132,EAG  EA Coin,EAG,,1.52,,476054.0,-0.07,-7.7,-14.7
1133,XID  Sphre AIR,XID,,0.347464,,427416.0,0.59,5.09,28.05
1134,ESC  Escroco,ESC,,3.54,,348634.0,6.81,-8.13,
1135,XIN  Infinity Econ...,XIN,,0.021066,,323274.0,-0.22,-9.39,-5.37
1136,GAIN  UGAIN,GAIN,,0.071132,,310522.0,17.88,160.73,3663.46
1137,ANI  Animecoin,ANI,,0.005899000000000001,,302403.0,7.05,129.53,1329.61
1138,VASH  VPNCoin,VASH,,0.013819999999999999,,297162.0,-2.92,31.98,59.99
1139,GBG  Golos Gold,GBG,,0.360921,,267670.0,0.39,12.02,73.09
1140,BSR  BitSoar,BSR,,0.153364,,259694.0,-0.04,-7.53,9.29
1141,BEST  BestChain,BEST,,0.03157,,253829.0,6.62,-6.14,740.94
1142,UQC  Uquid Coin,UQC,,1.42,,245088.0,0.69,17.5,23.09
1143,TOK  Tokugawa,TOK,,4.92,,220419.0,-0.05,8.49,363.99
1144,GRX  GOLD Reward T...,GRX,,0.674873,,217282.0,8.04,12.75,-55.05
1145,BCDN  BlockCDN,BCDN,,0.249565,,213079.0,6.42,5.42,42.25
1146,LBTC  Lightning Bit...,LBTC,,138.88,,209198.0,-0.58,-14.76,
1147,CPAY  Cryptopay,CPAY,,0.303172,,204273.0,9.93,47.27,18.8
1148,ZENGOLD  ZenGold,ZENGOLD,,0.11871099999999998,,185257.0,0.1,-4.88,98.68
1149,PLAY  HEROcoin,PLAY,,0.12069200000000001,,180843.0,-2.1,45.81,
1150,UBTC  United Bitcoin,UBTC,,297.51,,160430.0,-0.29,9.31,-12.06
1151,EXRN  EXRNchain,EXRN,,0.00019099999999999998,,158970.0,28.04,241.05,1475.96
1152,KBR  Kubera Coin,KBR,,0.070783,,153361.0,12.41,25.89,12.62
1153,IFC  Infinitecoin,IFC,,0.000674,,146976.0,-6.7,131.32,415.1
1154,STAR  Starbase,STAR,,0.23929,,143119.0,0.39,43.31,185.84
1155,SAFEX  Safe Exchange...,SAFEX,,0.032186,,131872.0,1.81,-0.15,40.51
1156,BTE  BitSerial,BTE,,1.08,,129653.0,-2.53,-28.07,-41.39
1157,SBC  StrikeBitClub,SBC,,0.370769,,126898.0,-2.77,-9.57,18.28
1158,KARMA  Karmacoin,KARMA,,0.000169,,112507.0,-0.08,1.52,28.71
1159,MAGE  MagicCoin,MAGE,,4.04,,107027.0,4.02,-8.64,-1.58
1160,MINEX  Minex,MINEX,,0.047084,,92621.0,0.34,-10.36,86.03
1161,IRL  IrishCoin,IRL,,0.047863,,84811.0,10.35,395.37,1264.34
1162,PEC  Peacecoin,PEC,,0.026291000000000002,,78238.0,16.32,23.6,110.0
1163,MGC  MergeCoin,MGC,,0.039942,,75661.0,-5.35,0.95,-19.3
1164,PCN  PeepCoin,PCN,,7.4e-05,,69554.0,2.73,38.35,-43.21
1165,DAV  DavorCoin,DAV,,84.94,,68318.0,-4.07,-2.21,60.63
1166,FDX  FidentiaX,FDX,,0.666575,,67528.0,0.31,48.27,
1167,THS  TechShares,THS,,0.6222979999999999,,66351.0,0.88,8.7,15.22
1168,SIGMA  SIGMAcoin,SIGMA,,0.108276,,60409.0,5.71,12.21,34.79
1169,SISA  SISA,SISA,,0.0462,,57368.0,23.41,38.73,125.16
1170,BT1  BT1 [CST],BT1,,20243.9,,45391.0,3.27,13.13,39.7
1171,TURBO  TurboCoin,TURBO,,0.000337,,44767.0,-0.04,23.13,157.55
1172,SJCX  Storjcoin X,SJCX,,1.67,,44558.0,0.01,-13.49,26.86
1173,MTX  Matryx,MTX,,1.62,,44147.0,0.4,66.57,
1174,PYLNT  Pylon Network,PYLNT,,28.96,,38120.0,4.02,0.8,
1175,TIE  TIES Network,TIE,,0.154944,,37973.0,-2.68,-7.51,-1.99
1176,WIC  Wi Coin,WIC,,0.030964,,37717.0,-2.15,-52.53,428.85
1177,GAY  GAY Money,GAY,,0.251112,,37606.0,-4.14,21.17,303.43
1178,BOS  BOScoin,BOS,,3.03,,33023.0,1.23,-1.43,39.52
1179,NEOG  NEO GOLD,NEOG,,0.009143,,32822.0,-12.42,-32.13,40.73
1180,TER  TerraNova,TER,,277.66,,32078.0,32.71,-86.93,1372.52
1181,ACC  AdCoin,ACC,,0.17445,,29136.0,-1.96,8.54,73.14
1182,CMP  Compcoin,CMP,,17.19,,28865.0,-0.04,5.74,40.95
1183,WAND  WandX,WAND,,0.611758,,28710.0,0.44,-1.06,26.48
1184,SUR  Suretly,SUR,,9.35,,25456.0,-2.08,14.92,130.55
1185,COUPE  Coupecoin,COUPE,,8.7e-05,,20810.0,-52.18,-8.35,-8.57
1186,FLAP  FlappyCoin,FLAP,,1.7e-05,,19730.0,-16.27,-16.83,-20.93
1187,SCT  Soma,SCT,,0.530552,,19548.0,0.4,23.43,159.41
1188,MSD  MSD,MSD,,0.0075829999999999995,,19522.0,-0.29,4.03,-11.63
1189,DMC  DynamicCoin,DMC,,0.009237,,18526.0,0.75,-2.34,293.13
1190,TOP  TopCoin,TOP,,0.005056000000000001,,17824.0,-11.05,38.79,145.92
1191,LTG  LiteCoin Gold,LTG,,0.0072840000000000005,,17273.0,-1.99,-18.94,0.75
1192,RYZ  ANRYZE,RYZ,,0.037005,,16766.0,-1.12,3.67,86.64
1193,MARX  MarxCoin,MARX,,0.004372999999999999,,15950.0,-26.0,0.88,38.26
1194,PRN  Protean,PRN,,8.7e-05,,15752.0,9.58,1.04,118.44
1195,WOW  Wowcoin,WOW,,0.00032900000000000003,,15051.0,-14.72,1.59,78.57
1196,ETT  EncryptoTel [...,ETT,,0.288526,,14805.0,1.53,17.48,93.63
1197,DAY  Chronologic,DAY,,3.03,,13649.0,14.25,9.96,15.85
1198,SKC  Skeincoin,SKC,,0.124713,,13258.0,-0.08,81.12,108.19
1199,OX  OX Fina,OX,,0.001734,,11911.0,0.19,-74.52,405.24
1200,WINK  Wink,WINK,,0.004215,,11901.0,-0.17,287.94,1087.85
1201,ACES  Aces,ACES,,0.000524,,11893.0,1.01,-37.98,-10.36
1202,HIGH  High Gain,HIGH,,0.001011,,11200.0,13.46,-32.94,111.68
1203,DON  Donationcoin,DON,,0.006404000000000001,,10026.0,16.84,84.58,187.02
1204,PNX  Phantomx,PNX,,0.119657,,9690.0,-28.82,-25.52,102.74
1205,FUDD  DimonCoin,FUDD,,4.3e-05,,8860.0,-6.61,116.93,123.54
1206,EVR  Everus,EVR,,0.34933600000000004,,8703.0,-0.54,-18.04,-14.5
1207,MCI  Musiconomi,MCI,,0.175817,,8564.0,-2.27,3.91,97.26
1208,XSTC  Safe Trade Coin,XSTC,,0.000337,,8494.0,19.93,30.74,58.04
1209,PLX  PlexCoin,PLX,,0.027652999999999997,,8085.0,-0.99,1.53,-11.82
1210,BTCM  BTCMoon,BTCM,,0.014784,,8084.0,-0.04,17.36,22.72
1211,VULC  Vulcano,VULC,,0.00942,,7532.0,-26.28,2.42,64.88
1212,SHELL  ShellCoin,SHELL,,0.069772,,7482.0,-0.01,75.71,172.29
1213,ELITE  Ethereum Lite,ELITE,,0.303964,,7443.0,-0.02,-14.04,32.23
1214,SFE  SafeCoin,SFE,,0.000169,,7430.0,-0.04,1.52,28.77
1215,UAHPAY  UAHPay,UAHPAY,,0.000152,,7208.0,-6.3,1.23,25.27
1216,PLC  PlusCoin,PLC,,0.0011070000000000001,,7181.0,39.03,36.95,52.72
1217,SKR  Sakuracoin,SKR,,0.010955,,6746.0,13.42,13.64,99.51
1218,QBT  Cubits,QBT,,0.006404000000000001,,6655.0,-8.32,-6.91,51.97
1219,XTD  XTD Coin,XTD,,0.000337,,6112.0,9.1,82.78,157.43
1220,SHA  SHACoin,SHA,,0.005224,,5728.0,9.55,25.88,61.18
1221,BT2  BT2 [CST],BT2,,427.48,,5447.0,0.59,0.43,254.86
1222,UR  UR,UR,,0.005224,,5166.0,3.79,16.54,170.68
1223,EVC  EventChain,EVC,,0.307703,,4935.0,11.46,-6.43,57.43
1224,ANTX  Antimatter,ANTX,,0.000337,,4281.0,99.83,1.52,92.97
1225,HDLB  HODL Bucks,HDLB,,0.301672,,4097.0,28.04,84.03,146.37
1226,AKY  Akuya Coin,AKY,,0.02865,,4004.0,-22.24,-5.53,-41.54
1227,EUSD  eUSD,EUSD,,0.000541,,3897.0,41.8,43.05,89.57
1228,FONZ  Fonziecoin,FONZ,,0.00455,,3840.0,3.24,4.99,179.21
1229,ABC  Alphabit,ABC,,88.27,,3519.0,-0.13,29.33,104.38
1230,EDRC  EDRCoin,EDRC,,0.139552,,3398.0,-1.21,5.59,80.49
1231,IQT  iQuant,IQT,,0.283497,,3390.0,1.38,6.29,92.24
1232,HALLO  Halloween Coin,HALLO,,0.0008,,3069.0,26.04,25.74,197.2
1233,ZSE  ZSEcoin,ZSE,,0.065231,,3067.0,15.51,6.17,19.42
1234,ZBC  Zilbercoin,ZBC,,0.07723,,3022.0,-4.73,3.53,159.49
1235,TRIA  Triaconta,TRIA,,37.9,,3018.0,0.4,11.65,66.02
1236,TCOIN  T-coin,TCOIN,,0.000339,,3009.0,0.06,48.23,53.24
1237,RCN  Rcoin,RCN,,0.000169,,2822.0,-0.04,1.52,28.71
1238,BTBc  Bitbase,BTBc,,0.003708,,2820.0,-8.37,18.05,59.3
1239,HNC  Huncoin,HNC,,0.004045,,2775.0,-0.04,-2.54,70.77
1240,CYDER  Cyder,CYDER,,0.00118,,2774.0,-14.05,16.82,135.0
1241,FRN  Francs,FRN,,0.118862,,2743.0,1.11,-25.58,45.76
1242,PCS  Pabyosi Coin ...,PCS,,0.125749,,2738.0,0.45,-29.45,175.7
1243,POKE  PokeCoin,POKE,,0.0005059999999999999,,2706.0,-0.04,-12.71,93.13
1244,DUTCH  Dutch Coin,DUTCH,,0.000843,,2601.0,24.95,1.52,61.92
1245,NAMO  NamoCoin,NAMO,,0.000337,,2569.0,-0.04,-81.75,206.92
1246,DISK  DarkLisk,DISK,,0.004382,,2481.0,-0.01,88.52,318.32
1247,MCR  Macro,MCR,,1.5,,2094.0,-0.79,0.05,20.38
1248,FFC  FireFlyCoin,FFC,,0.000337,,2060.0,-0.01,9.03,55.53
1249,ELC  Elacoin,ELC,,0.261392,,2050.0,-6.04,-12.41,39.61
1250,EGOLD  eGold,EGOLD,,0.025459,,1981.0,5.78,20.42,42.36
1251,BITOK  Bitok,BITOK,,0.000169,,1971.0,-0.01,1.51,28.71
1252,SAK  Sharkcoin,SAK,,0.0065569999999999995,,1941.0,-17.57,0.44,59.19
1253,BXC  Bitcedi,BXC,,0.017696,,1910.0,-0.08,9.31,267.31
1254,NTC  Natcoin,NTC,,0.036463999999999996,,1891.0,-16.55,-28.35,-35.88
1255,BTCS  Bitcoin Silver,BTCS,,0.008395999999999999,,1876.0,-1.21,5.37,75.17
1256,SKULL  Pirate Blocks,SKULL,,0.001955,,1868.0,-0.08,-32.82,19.34
1257,BLX  Blockchain Index,BLX,,7.25,,1844.0,0.39,19.14,53.43
1258,RUNNERS  Runners,RUNNERS,,0.000674,,1641.0,-0.04,35.35,160.07
1259,PRES  President Trump,PRES,,0.015754,,1613.0,-4.23,-29.54,99.26
1260,CHEAP  Cheapcoin,CHEAP,,0.000674,,1608.0,-0.04,-41.99,110.1
1261,TELL  Tellurion,TELL,,0.001248,,1561.0,-12.1,-7.71,47.18
1262,STEX  STEX,STEX,,0.826788,,1501.0,-2.17,-41.53,-40.17
1263,BTC2X  Bitcoin2x,BTC2X,,0.009745,,1496.0,0.44,8.47,-4.71
1264,GRN  Granite,GRN,,0.035392,,1419.0,-0.04,-1.58,173.03
1265,REGA  Regacoin,REGA,,0.003539,,1400.0,1.34,52.27,59.07
1266,GOLF  Golfcoin,GOLF,,0.000337,,1273.0,71.34,2.95,157.55
1267,GLS  GlassCoin,GLS,,0.343467,,1241.0,0.11,-45.0,-30.28
1268,WSX  WeAreSatoshi,WSX,,0.00809,,1235.0,-0.08,0.91,119.26
1269,BIRDS  Birds,BIRDS,,0.000843,,1190.0,-0.01,1.51,114.52
1270,NBIT  netBit,NBIT,,0.015516,,1149.0,-0.04,-10.83,-45.42
1271,YES  Yescoin,YES,,0.000169,,1111.0,-0.04,1.52,
1272,FAP  FAPcoin,FAP,,0.001498,,1097.0,0.04,24.95,23.59
1273,INDIA  India Coin,INDIA,,0.000843,,1071.0,-0.04,1.52,34.09
1274,SND  Sand Coin,SND,,0.882448,,1021.0,0.44,10.5,37.41
1275,LDCN  LandCoin,LDCN,,0.007353,,986.0,15.62,-18.24,58.66
1276,PRIMU  Primulon,PRIMU,,0.0005059999999999999,,972.0,-0.04,1.52,34.99
1277,COR  CORION,COR,,0.503572,,931.0,-5.48,5.98,-5.77
1278,MONETA  Moneta,MONETA,,0.000843,,887.0,-0.06,5.03,94.83
1279,DEUS  DeusCoin,DEUS,,0.336895,,873.0,4.54,2.39,27.84
1280,FID  BITFID,FID,,0.139544,,824.0,-0.04,1.76,6.61
1281,CASH  Cash Poker Pro,CASH,,0.076876,,814.0,0.6,-13.28,29.99
1282,SPORT  SportsCoin,SPORT,,0.0026969999999999997,,802.0,-0.04,35.34,105.94
1283,UNC  UNCoin,UNC,,0.000169,,785.0,-0.08,1.52,28.77
1284,FAZZ  Fazzcoin,FAZZ,,0.042619,,774.0,-0.03,22.52,180.77
1285,TEAM  TeamUp,TEAM,,0.000674,,742.0,-0.08,34.11,71.7
1286,EBIT  eBIT,EBIT,,0.006497,,735.0,0.39,28.18,79.96
1287,ASN  Aseancoin,ASN,,0.011797,,669.0,-36.37,-37.67,302.26
1288,ACN  Avoncoin,ACN,,0.000843,,613.0,-0.04,26.89,114.52
1289,MAGN  Magnetcoin,MAGN,,1.11,,594.0,-4.01,-9.04,38.09
1290,MAVRO  Mavro,MAVRO,,0.109546,,568.0,-0.08,19.96,57.34
1291,WA  WA Space,WA,,0.019381,,566.0,-0.04,-16.61,-11.96
1292,BUB  Bubble,BUB,,0.030673000000000002,,564.0,-0.04,0.96,62.06
1293,IBTC  iBTC,IBTC,,0.005435,,541.0,0.39,11.35,104.62
1294,UNRC  UniversalRoya...,UNRC,,0.0015539999999999998,,,2.97,15.67,61.83
1295,BSN  Bastonet,BSN,,0.001517,,,-0.04,26.62,135.42
1296,GUC  GoldUnionCoin,GUC,,0.049548,,,-0.04,1.28,78.88
1297,IPY  Infinity Pay,IPY,,0.0037340000000000003,,,0.39,88.93,70.44
1298,X2  X2,X2,,0.000337,,,-0.04,-7.45,103.0
1299,QORA  Qora,QORA,,0.29897199999999996,,,-0.08,-3.02,17.27
1300,MONEY  MoneyCoin,MONEY,,0.000169,,,-0.08,1.52,28.77
1301,CC  CyberCoin,CC,,0.000337,,,-0.01,36.81,74.11
1302,RUPX  Rupaya [OLD],RUPX,,0.006236,,,-0.04,17.38,191.6
1303,TODAY  TodayCoin,TODAY,,0.005393,,,-0.01,6.22,131.75
1304,BIT  First Bitcoin,BIT,,0.018201,,,-0.04,2.46,33.62
1305,HYPER  Hyper,HYPER,,0.09842200000000001,,,-0.04,38.84,86.94
1306,SWP  Swapcoin,SWP,,0.128848,,,0.4,,2.1
1307,9COIN  9COIN,9COIN,,0.004213000000000001,,,-0.04,15.36,35.71
1308,APC  AlpaCoin,APC,,0.022415,,,-0.04,11.54,25.72
1309,DCRE  DeltaCredits,DCRE,,0.505089,,,-0.04,37.54,79.8
1310,DASHS  Dashs,DASHS,,0.052413,,,-0.04,-9.87,30.34
1311,BLAZR  BlazerCoin,BLAZR,,0.001422,,,-4.51,-20.17,27.81
1312,LTH  LAthaan,LTH,,0.001348,,,-0.01,35.35,135.98
1313,XQN  Quotient,XQN,,0.010786,,,-0.04,2.07,42.62
1314,MBL  MobileCash,MBL,,0.000843,,,-0.08,69.19,114.67
1315,PAYP  PayPeer,PAYP,,0.000169,,,-0.04,1.52,28.77
1316,DBG  Digital Bulli...,DBG,,0.001854,,,-0.01,-27.14,2.2
1317,BET  BetaCoin,BET,,0.005056000000000001,,,-0.01,1.51,61.9
1318,XVE  The Vegan Ini...,XVE,,0.0005059999999999999,,,-0.04,-23.86,-17.45
1319,LEPEN  LePen,LEPEN,,0.000169,,,-0.04,-1.67,53.32
1320,ROYAL  RoyalCoin,ROYAL,,0.004045,,,-0.04,-12.99,17.59
1321,YEL  Yellow Token,YEL,,0.008122,,,0.39,8.46,130.08
1322,FUTC  FutCoin,FUTC,,0.002865,,,-0.04,1.51,-18.3
1323,RUBIT  RubleBit,RUBIT,,0.006573000000000001,,,-0.04,13.12,13.83
1324,XAU  Xaucoin,XAU,,0.080727,,,-0.04,4.12,
1325,UTA  UtaCoin,UTA,,0.000843,,,-0.04,-27.49,-39.28
1326,RHFC  RHFCoin,RHFC,,0.00118,,,-0.08,41.93,99.25
1327,IVZ  InvisibleCoin,IVZ,,0.705136,,,-0.04,86.85,139.24
1328,TLE  Tattoocoin (L...,TLE,,1.58,,,-0.04,-0.08,146.47
1329,LKC  LinkedCoin,LKC,,0.000337,,,-0.04,-32.32,-14.15
1330,CME  Cashme,CME,,0.000337,,,-0.08,103.03,28.71
1331,PRM  PrismChain,PRM,,0.004045,,,-0.01,48.05,92.24
1332,FC  Facecoin,FC,,0.005425,,,0.44,8.46,-33.2
1333,OMC  Omicron,OMC,,0.212687,,,-0.04,1.44,
1334,KASHH  KashhCoin,KASHH,,0.000169,,,-0.04,1.52,28.71
1335,LAZ  Lazaruscoin,LAZ,,0.001685,,,-0.01,,26.93
1336,10MT  10M Token,10MT,,0.004548,,,0.39,104.74,34.13
1337,HYTV  Hyper TV,HYTV,,0.00042199999999999996,,,0.4,-61.55,-10.91
1338,HCC  Happy Creator...,HCC,,0.001011,,,-0.08,21.82,35.2
1339,BAC  BitAlphaCoin,BAC,,0.004719,,,-0.04,-5.25,28.71
1340,VOYA  Voyacoin,VOYA,,1.01,,,-0.08,1.54,
1341,PDG  PinkDog,PDG,,0.000674,,,-0.08,1.52,174.75
1342,DUB  Dubstep,DUB,,0.003034,,,-0.04,5.67,
1343,TCR  TheCreed,TCR,,0.0005059999999999999,,,-0.08,1.52,
1344,GML  GameLeagueCoin,GML,,0.015505000000000001,,,-0.01,26.2,
1345,RICHX  RichCoin,RICHX,,0.010449,,,-0.08,1.52,30.89
1346,FBL  Faceblock,FBL,,0.004117,,,0.39,8.46,22.98
1347,CYC  Cycling Coin,CYC,,0.001517,,,-0.01,1.51,28.71
1348,AXIOM  Axiom,AXIOM,,0.023763,,,-0.04,1.51,26.77
1349,BITCF  First Bitcoin...,BITCF,,0.165667,,,-0.04,1.7,9.17
1350,CBD  CBD Crystals,CBD,,0.0025280000000000003,,,-0.01,1.51,97.56
1351,MMXVI  MMXVI,MMXVI,,0.004213000000000001,,,-0.04,-18.14,34.87
1352,TERA  TeraCoin,TERA,,0.000169,,,-0.04,,
1353,TOPAZ  Topaz Coin,TOPAZ,,0.755021,,,-0.04,-1.13,
1354,TRICK  TrickyCoin,TRICK,,0.008427,,,-0.04,1.19,-4.63
1355,XDE2  XDE II,XDE2,,4.35,,,-0.01,1.51,107.07
1356,XID  International...,XID,,0.004887,,,-0.04,1.52,
1357,AV  AvatarCoin,AV,,0.06892899999999999,,,-0.04,14.38,44.12
1358,GBRC  Global Busine...,GBRC,,0.000674,,,-0.04,35.36,52.39
1359,GMX  GoldMaxCoin,GMX,,0.023763,,,-0.04,11.67,160.08
1360,SNAKE  SnakeEyes,SNAKE,,0.07582699999999999,,,-0.8,-22.56,27.92
1361,FRWC  FrankyWillCoin,FRWC,,0.004382,,,-0.04,1.64,45.5
1362,OPES  Opescoin,OPES,,0.002191,,,-0.04,-17.52,9.67
1363,PSY  Psilocybin,PSY,,0.024268,,,-0.04,,-12.16
1364,OP  Operand,OP,,0.002022,,,-0.04,1.52,62.54
1365,MEN  PeopleCoin,MEN,,0.000169,,,-0.04,,
1366,BAT  BatCoin,BAT,,3.1e-05,,,,-3.2,291.15
1367,RBBT  RabbitCoin,RBBT,,3.1e-05,,,,-7.39,268.62
1368,BGR  Bongger,BGR,,0.002172,,,,-2.86,140.09
1369,EGG  EggCoin,EGG,,0.026128,,,,1.53,24.77
1370,OCOW  OCOW,OCOW,,1.7e-05,,,,0.62,-25.37
1371,TESLA  TeslaCoilCoin,TESLA,,2.33,,,,,28.76
1372,GARY  President Joh...,GARY,,0.13386199999999998,,,,,80.39
1373,XOT  Internet of T...,XOT,,1671.35,,,,,
1374,ADK  Aidos Kuneen,ADK,,32.68,,,,,
1375,XRY  Royalties,XRY,,0.000904,,,,-3.06,1279.03
1376,EMB  EmberCoin,EMB,,6.1e-05,,,,-2.07,136.86
1377,ELTC2  eLTC,ELTC2,,0.00036899999999999997,,,,0.02,24.68
1378,XYLO  XYLO,XYLO,,0.337133,,,,,19.27
1379,STC  Santa Coin,STC,,0.40264099999999997,,,,0.61,6.4
1380,MDC  Madcoin,MDC,,0.590684,,,,0.61,
1381,CSC  CasinoCoin,CSC,,0.508835,,,,,
1382,BTU  Bitcoin Unlim...,BTU,,53.75,,,,,-60.17
1383,QC  QCash,QC,,,,,,,
1384,FRCT  Farstcoin,FRCT,,,,,,,
